what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490252053017
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1490252053850
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1490252053886
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1490252053978
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1490252053979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252058583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1490252109399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252156481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252156871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252157148
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1490252162830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252182866
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1490252189758
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1490252189851
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1490252189925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252234487
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252239977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252247962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252248042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1490252253014
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490252256936
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252258703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252258751
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490252267682
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252269750
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252269807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252278762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252278869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252278967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252280780
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490252282903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252303419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252304717
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252314226
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1490252314279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252334269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252336100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252343917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252345346
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490252349391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490252358414
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1490252361459
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1490252361599
